location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred
Russia,RUS,2020-12-28,,,,,,58765,,,,,403,58765,0.04
Russia,RUS,2020-12-29,,,,,,68000,,,,,466,68000,0.047
Russia,RUS,2020-12-30,,,,,,68000,,,,,466,68000,0.047
Russia,RUS,2020-12-31,,,,,,68000,,,,,466,68000,0.047
Russia,RUS,2021-01-01,,,,,,68000,,,,,466,68000,0.047
Russia,RUS,2021-01-02,800000,800000,,,,68000,0.55,0.55,,,466,68000,0.047
Russia,RUS,2021-01-03,,,,,,60883,,,,,417,60883,0.042
Russia,RUS,2021-01-04,,,,,,53766,,,,,368,53766,0.037
Russia,RUS,2021-01-05,,,,,,46649,,,,,320,46649,0.032
Russia,RUS,2021-01-06,,,,,,39532,,,,,271,39532,0.027
Russia,RUS,2021-01-07,,,,,,32416,,,,,222,32416,0.022
Russia,RUS,2021-01-08,,,,,,25299,,,,,173,25299,0.017
Russia,RUS,2021-01-09,,,,,,18182,,,,,125,18182,0.012
Russia,RUS,2021-01-10,,,,,,18182,,,,,125,18182,0.012
Russia,RUS,2021-01-11,,,,,,18182,,,,,125,18182,0.012
Russia,RUS,2021-01-12,,,,,,18182,,,,,125,18182,0.012
Russia,RUS,2021-01-13,1000000,1000000,,,,18182,0.69,0.69,,,125,18182,0.012
Russia,RUS,2021-01-14,,,,,,28233,,,,,193,24984,0.017
Russia,RUS,2021-01-15,,,,,,38284,,,,,262,31787,0.022
Russia,RUS,2021-01-16,,,,,,48335,,,,,331,38589,0.026
Russia,RUS,2021-01-17,,,,,,58385,,,,,400,45391,0.031
Russia,RUS,2021-01-18,,,,,,68436,,,,,469,52194,0.036
Russia,RUS,2021-01-19,,,,,,78487,,,,,538,58996,0.04
Russia,RUS,2021-01-20,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-01-21,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-01-22,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-01-23,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-01-24,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-01-25,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-01-26,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-01-27,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-01-28,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-01-29,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-01-30,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-01-31,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-02-01,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-02-02,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-02-03,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-02-04,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-02-05,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-02-06,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-02-07,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-02-08,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-02-09,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-02-10,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-02-11,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-02-12,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-02-13,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-02-14,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-02-15,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-02-16,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-02-17,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-02-18,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-02-19,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-02-20,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-02-21,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-02-22,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-02-23,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-02-24,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-02-25,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-02-26,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-02-27,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-02-28,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-03-01,,,,,,88538,,,,,607,65799,0.045
Russia,RUS,2021-03-02,5249831,4158334,1091497,,,88538,3.6,2.85,0.75,,607,65799,0.045
Russia,RUS,2021-03-03,5489342,4287423,1201919,,239511,110106,3.76,2.94,0.82,,755,74840,0.051
Russia,RUS,2021-03-04,6010744,4701175,1309569,,521402,171943,4.12,3.22,0.9,,1178,124548,0.085
Russia,RUS,2021-03-05,6301854,4908178,1393676,,291110,200882,4.32,3.36,0.96,,1377,144720,0.099
Russia,RUS,2021-03-06,6583873,5082127,1501746,,282019,228522,4.51,3.48,1.03,,1566,160170,0.11
Russia,RUS,2021-03-07,6655487,5128138,1527349,,71614,226105,4.56,3.51,1.05,,1550,157343,0.108
Russia,RUS,2021-03-08,6669466,5136605,1532861,,13979,215453,4.57,3.52,1.05,,1477,149153,0.102
Russia,RUS,2021-03-09,6694349,5149589,1544760,,24883,206360,4.59,3.53,1.06,,1414,141608,0.097
Russia,RUS,2021-03-10,7048129,5272651,1775478,,353780,222684,4.83,3.61,1.22,,1526,140747,0.096
Russia,RUS,2021-03-11,7273933,5366009,1907924,,225804,180456,4.99,3.68,1.31,,1237,94976,0.065
Russia,RUS,2021-03-12,,,,,,151823,,,,,1041,65722,0.045
Russia,RUS,2021-03-13,,,,,,124488,,,,,853,41190,0.028
Russia,RUS,2021-03-14,,,,,,127212,,,,,872,34935,0.024
Russia,RUS,2021-03-15,,,,,,138169,,,,,947,34043,0.023
Russia,RUS,2021-03-16,,,,,,147569,,,,,1011,32506,0.022
Russia,RUS,2021-03-17,7818009,5379359,2438650,,,109983,5.36,3.69,1.67,,754,15244,0.01
Russia,RUS,2021-03-18,7909438,5431048,2478390,,91429,90786,5.42,3.72,1.7,,622,9291,0.006
Russia,RUS,2021-03-19,8185944,5544777,2641167,,276506,117333,5.61,3.8,1.81,,804,25220,0.017
Russia,RUS,2021-03-20,8306498,5595893,2710605,,120554,121601,5.69,3.84,1.86,,833,32205,0.022
Russia,RUS,2021-03-21,8362575,5611139,2751436,,56077,116658,5.73,3.85,1.89,,800,34065,0.023
Russia,RUS,2021-03-22,,,,,,153021,,,,,1049,55810,0.038
Russia,RUS,2021-03-23,,,,,,189384,,,,,1298,77555,0.053
Russia,RUS,2021-03-24,,,,,,225747,,,,,1547,99300,0.068
Russia,RUS,2021-03-25,,,,,,262004,,,,,1796,113979,0.078
Russia,RUS,2021-03-26,,,,,,271820,,,,,1863,119795,0.082
Russia,RUS,2021-03-27,,,,,,303915,,,,,2083,134556,0.092
Russia,RUS,2021-03-28,,,,,,345222,,,,,2366,154441,0.106
Russia,RUS,2021-03-29,11124350,6846664,4277686,,,345222,7.62,4.69,2.93,,2366,154441,0.106
Russia,RUS,2021-03-30,11183108,6886259,4296849,,58758,304298,7.66,4.72,2.94,,2085,138034,0.095
Russia,RUS,2021-03-31,11373572,7004336,4369236,,190464,282190,7.79,4.8,2.99,,1934,132839,0.091
Russia,RUS,2021-04-01,11642295,7159411,4482884,,268723,271262,7.98,4.91,3.07,,1859,132930,0.091
Russia,RUS,2021-04-02,11779295,7247479,4531816,,137000,241516,8.07,4.97,3.11,,1655,123448,0.085
Russia,RUS,2021-04-03,12038859,7445035,4593824,,259564,229279,8.25,5.1,3.15,,1571,129607,0.089
Russia,RUS,2021-04-04,12120810,7505764,4615046,,81951,191669,8.31,5.14,3.16,,1314,116220,0.08
Russia,RUS,2021-04-05,12215342,7576640,4638702,,94532,155856,8.37,5.19,3.18,,1068,104282,0.071
Russia,RUS,2021-04-06,12474954,7753876,4721078,,259612,184549,8.55,5.31,3.24,,1265,123945,0.085
Russia,RUS,2021-04-07,13047800,7908918,5138882,,572846,239175,8.94,5.42,3.52,,1639,129226,0.089
Russia,RUS,2021-04-08,13354502,8146598,5207904,,306702,244601,9.15,5.58,3.57,,1676,141027,0.097
Russia,RUS,2021-04-09,13628879,8333331,5295548,,274377,264226,9.34,5.71,3.63,,1811,155122,0.106
Russia,RUS,2021-04-10,13977397,8575951,5401446,,348518,276934,9.58,5.88,3.7,,1898,161559,0.111
Russia,RUS,2021-04-11,14108341,8692848,5415493,,130944,283933,9.67,5.96,3.71,,1946,169583,0.116
Russia,RUS,2021-04-12,14269543,8808044,5461499,,161202,293457,9.78,6.04,3.74,,2011,175915,0.121
Russia,RUS,2021-04-13,14583881,9037705,5546176,,314338,301275,9.99,6.19,3.8,,2065,183404,0.126
Russia,RUS,2021-04-14,14967802,9343939,5623863,,383921,274286,10.26,6.4,3.85,,1880,205003,0.14
Russia,RUS,2021-04-15,15164099,9473241,5690858,,196297,258514,10.39,6.49,3.9,,1772,189520,0.13
Russia,RUS,2021-04-16,15469617,9731470,5738147,,305518,262963,10.6,6.67,3.93,,1802,199734,0.137
Russia,RUS,2021-04-17,15700803,9918665,5782138,,231186,246201,10.76,6.8,3.96,,1687,191816,0.131
Russia,RUS,2021-04-18,16167151,10019885,6147266,,466348,294116,11.08,6.87,4.21,,2016,189577,0.13
Russia,RUS,2021-04-19,16237319,10077017,6160302,,70168,281111,11.13,6.91,4.22,,1927,181282,0.124
Russia,RUS,2021-04-20,16567842,10341593,6226249,,330523,283423,11.35,7.09,4.27,,1942,186270,0.128
Russia,RUS,2021-04-21,16821267,10520393,6300874,,253425,264781,11.53,7.21,4.32,,1815,168065,0.115
Russia,RUS,2021-04-22,17218313,10787419,6430894,,397046,293459,11.8,7.39,4.41,,2011,187740,0.129
Russia,RUS,2021-04-23,17535826,10997801,6538025,,317513,295173,12.02,7.54,4.48,,2023,180904,0.124
Russia,RUS,2021-04-24,18080498,11312625,6767873,,544672,339956,12.39,7.75,4.64,,2330,199137,0.136
Russia,RUS,2021-04-25,18152707,11362893,6789814,,72209,283651,12.44,7.79,4.65,,1944,191858,0.131
Russia,RUS,2021-04-26,18315316,11445394,6869922,,162609,296857,12.55,7.84,4.71,,2034,195482,0.134
Russia,RUS,2021-04-27,18557064,11599037,6958027,,241748,284175,12.72,7.95,4.77,,1948,179635,0.123
Russia,RUS,2021-04-28,19043771,11913555,7130216,,486707,317501,13.05,8.16,4.89,,2176,199023,0.136
Russia,RUS,2021-04-29,19523861,12152170,7371691,,480090,329364,13.38,8.33,5.05,,2257,194964,0.134
Russia,RUS,2021-04-30,19834392,12299770,7534622,,310531,328367,13.59,8.43,5.16,,2250,185996,0.127
Russia,RUS,2021-05-01,19934399,12377978,7556421,,100007,264843,13.66,8.48,5.18,,1815,152193,0.104
Russia,RUS,2021-05-02,20070743,12431003,7639740,,136344,274005,13.76,8.52,5.24,,1878,152587,0.105
Russia,RUS,2021-05-03,20110554,12449156,7661398,,39811,256463,13.78,8.53,5.25,,1758,143395,0.098
Russia,RUS,2021-05-04,20168443,12478994,7689449,,57889,230197,13.82,8.55,5.27,,1578,125708,0.086
