location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,daily_vaccinations_per_million,daily_people_vaccinated,daily_people_vaccinated_per_hundred
United Arab Emirates,ARE,2021-09-15,19163754,9010208,7912367,2241179,90205,76768,191.81,90.18,79.19,22.43,7684,24748,0.248
United Arab Emirates,ARE,2021-09-16,19247164,9030144,7942175,2274845,83410,76661,192.64,90.38,79.49,22.77,7673,24058,0.241
United Arab Emirates,ARE,2021-09-17,19330107,9059751,7971790,2298566,82943,75566,193.47,90.68,79.79,23.01,7563,24007,0.24
United Arab Emirates,ARE,2021-09-18,19412656,9079284,8011133,2322239,82549,78813,194.3,90.87,80.18,23.24,7888,22594,0.226
United Arab Emirates,ARE,2021-09-19,19445872,9089444,8021261,2335167,33216,71904,194.63,90.98,80.28,23.37,7197,22600,0.226
United Arab Emirates,ARE,2021-09-20,19486569,9108831,8030804,2346934,40697,69803,195.04,91.17,80.38,23.49,6987,22542,0.226
United Arab Emirates,ARE,2021-09-21,19549263,9128792,8070524,2349947,62694,67959,195.67,91.37,80.78,23.52,6802,21193,0.212
United Arab Emirates,ARE,2021-09-22,19653364,9158580,8090409,2404375,104101,69944,196.71,91.67,80.98,24.07,7001,21196,0.212
United Arab Emirates,ARE,2021-09-23,19713423,9178234,8110078,2425111,60059,66608,197.31,91.86,81.17,24.27,6667,21156,0.212
United Arab Emirates,ARE,2021-09-24,19775346,9198295,8139997,2437054,61923,63606,197.93,92.07,81.47,24.39,6366,19792,0.198
United Arab Emirates,ARE,2021-09-25,19847232,9227821,8169539,2449872,71886,62082,198.65,92.36,81.77,24.52,6214,21220,0.212
United Arab Emirates,ARE,2021-09-26,,,,,,59163,,,,,5922,20470,0.205
United Arab Emirates,ARE,2021-09-27,19872799,9237642,8179368,2455789,,55176,198.91,92.46,81.87,24.58,5523,18402,0.184
United Arab Emirates,ARE,2021-09-28,19963359,9267113,8208862,2487384,90560,59157,199.81,92.75,82.16,24.9,5921,19760,0.198
United Arab Emirates,ARE,2021-09-29,20018034,9287023,8238647,2492364,54675,52096,200.36,92.95,82.46,24.95,5214,18349,0.184
United Arab Emirates,ARE,2021-09-30,20052399,9296797,8248434,2507168,34365,48425,200.7,93.05,82.56,25.09,4847,16938,0.17
United Arab Emirates,ARE,2021-10-01,20121481,9326856,8278450,2516175,69082,49448,201.39,93.35,82.86,25.18,4949,18366,0.184
United Arab Emirates,ARE,2021-10-02,,,,,,44540,,,,,4458,15558,0.156
United Arab Emirates,ARE,2021-10-03,20196549,9346591,8308081,2541877,,48076,202.15,93.55,83.15,25.44,4812,16266,0.163
United Arab Emirates,ARE,2021-10-04,20228472,9356150,8327567,2544755,31923,50810,202.47,93.65,83.35,25.47,5086,16930,0.169
United Arab Emirates,ARE,2021-10-05,20273265,9376064,8347466,2549735,44793,44272,202.91,93.84,83.55,25.52,4431,15564,0.156
United Arab Emirates,ARE,2021-10-06,20320419,9385806,8367115,2567498,47154,43198,203.39,93.94,83.75,25.7,4324,14112,0.141
United Arab Emirates,ARE,2021-10-07,20364737,9405957,8387225,2571555,44318,44620,203.83,94.14,83.95,25.74,4466,15594,0.156
United Arab Emirates,ARE,2021-10-08,20409126,9415793,8406958,2586375,44389,41092,204.27,94.24,84.14,25.89,4113,12705,0.127
United Arab Emirates,ARE,2021-10-09,20453897,9435239,8426440,2592218,44771,42126,204.72,94.44,84.34,25.95,4216,14074,0.141
United Arab Emirates,ARE,2021-10-10,20479211,9445401,8426682,,25314,40380,204.97,94.54,84.34,,4042,14116,0.141
United Arab Emirates,ARE,2021-10-11,,,,,,39326,,,,,3936,14151,0.142
United Arab Emirates,ARE,2021-10-12,,,,,,36433,,,,,3647,12707,0.127
United Arab Emirates,ARE,2021-10-13,20552839,9474818,8475907,2602114,,33203,205.71,94.83,84.83,26.04,3323,12716,0.127
United Arab Emirates,ARE,2021-10-14,20588026,9484972,8486033,2617021,35187,31898,206.06,94.93,84.94,26.19,3193,11288,0.113
United Arab Emirates,ARE,2021-10-15,20619734,9494889,8505838,2619007,31708,30087,206.38,95.03,85.13,26.21,3011,11299,0.113
United Arab Emirates,ARE,2021-10-16,20661005,,,,41271,29587,206.79,,,,2961,9919,0.099
United Arab Emirates,ARE,2021-10-17,20676621,9514450,8525422,2636749,15616,28201,206.95,95.23,85.33,26.39,2823,9864,0.099
United Arab Emirates,ARE,2021-10-18,20699820,9524548,8535498,2639774,23199,28009,207.18,95.33,85.43,26.42,2803,9906,0.099
United Arab Emirates,ARE,2021-10-19,20740855,9544097,8555071,2641687,41035,30366,207.59,95.53,85.63,26.44,3039,11298,0.113
United Arab Emirates,ARE,2021-10-20,20776261,9554350,8565287,2656624,35406,31917,207.95,95.63,85.73,26.59,3195,11362,0.114
United Arab Emirates,ARE,2021-10-21,20798877,9564180,8575123,2659574,22616,30122,208.17,95.73,85.83,26.62,3015,11315,0.113
United Arab Emirates,ARE,2021-10-22,,,,,,30082,,,,,3011,10823,0.108
United Arab Emirates,ARE,2021-10-23,20861737,,,,,28676,208.8,,,,2870,10350,0.104
United Arab Emirates,ARE,2021-10-24,20875213,9583589,8594571,2697053,13476,28370,208.94,95.92,86.02,26.99,2840,9877,0.099
United Arab Emirates,ARE,2021-10-25,20895739,9593822,,,20526,27988,209.14,96.02,,,2801,9896,0.099
United Arab Emirates,ARE,2021-10-26,20940231,9613596,8604761,2721874,44492,28482,209.59,96.22,86.12,27.24,2851,9928,0.099
United Arab Emirates,ARE,2021-10-27,20973866,9623489,8614655,2735722,33635,28229,209.93,96.32,86.22,27.38,2825,9877,0.099
United Arab Emirates,ARE,2021-10-28,21014342,9633345,8634405,2746592,40476,30781,210.33,96.42,86.42,27.49,3081,9881,0.099
United Arab Emirates,ARE,2021-10-29,21051277,9642939,8644029,2764309,36935,31567,210.7,96.52,86.52,27.67,3160,10327,0.103
United Arab Emirates,ARE,2021-10-30,21075235,9652930,8654010,2768295,23958,30500,210.94,96.62,86.62,27.71,3053,10830,0.108
United Arab Emirates,ARE,2021-10-31,21124819,,8673845,,49584,35658,211.44,,86.82,,3569,11320,0.113
United Arab Emirates,ARE,2021-11-01,21147481,9672732,8683700,2791049,22662,35963,211.66,96.81,86.91,27.94,3600,11273,0.113
United Arab Emirates,ARE,2021-11-02,21173972,9682525,8693503,2797944,26491,33392,211.93,96.91,87.01,28.0,3342,9847,0.099
United Arab Emirates,ARE,2021-11-03,21219066,9702575,8703635,2812856,45094,35029,212.38,97.11,87.11,28.15,3506,11298,0.113
United Arab Emirates,ARE,2021-11-04,21248655,9712427,8713491,2822737,29589,33473,212.68,97.21,87.21,28.25,3350,11297,0.113
United Arab Emirates,ARE,2021-11-05,21275030,9722167,8723247,2829616,26375,31965,212.94,97.31,87.31,28.32,3199,11318,0.113
United Arab Emirates,ARE,2021-11-06,21298068,9732190,8733256,2832622,23038,31833,213.17,97.41,87.41,28.35,3186,11323,0.113
United Arab Emirates,ARE,2021-11-07,21326489,9741962,8743040,2841487,28421,28810,213.46,97.51,87.51,28.44,2884,11304,0.113
United Arab Emirates,ARE,2021-11-08,21348200,9751830,8752910,2843460,21711,28674,213.67,97.61,87.61,28.46,2870,11300,0.113
United Arab Emirates,ARE,2021-11-09,21377226,9761878,8762942,2852406,29026,29036,213.96,97.71,87.71,28.55,2906,11336,0.113
United Arab Emirates,ARE,2021-11-10,21404200,9771891,8772943,2859366,26974,26448,214.23,97.81,87.81,28.62,2647,9902,0.099
United Arab Emirates,ARE,2021-11-11,21434487,9781611,8782680,2870196,30287,26547,214.54,97.9,87.91,28.73,2657,9883,0.099
United Arab Emirates,ARE,2021-11-12,21477305,9781743,8812470,2883092,42818,28896,214.96,97.9,88.2,28.86,2892,8511,0.085
United Arab Emirates,ARE,2021-11-13,,,,,,28997,,,,,2902,8021,0.08
United Arab Emirates,ARE,2021-11-14,,,,,,28328,,,,,2835,7567,0.076
United Arab Emirates,ARE,2021-11-15,21548528,9801529,8832256,2914743,,28618,215.68,98.1,88.4,29.17,2864,7100,0.071
United Arab Emirates,ARE,2021-11-16,21576549,9815190,8843957,2917402,28021,28475,215.96,98.24,88.52,29.2,2850,7616,0.076
United Arab Emirates,ARE,2021-11-17,21595116,9822113,8850880,2922123,18567,27274,216.14,98.31,88.59,29.25,2730,7175,0.072
United Arab Emirates,ARE,2021-11-18,21620951,9831015,8858793,2931143,25835,26638,216.4,98.4,88.67,29.34,2666,7058,0.071
United Arab Emirates,ARE,2021-11-19,21639754,9837938,8866705,2935111,18803,23207,216.59,98.47,88.75,29.38,2323,8028,0.08
United Arab Emirates,ARE,2021-11-20,21666681,9846839,8876595,2943247,26927,23662,216.86,98.56,88.85,29.46,2368,8357,0.084
United Arab Emirates,ARE,2021-11-21,21680090,9852774,8881540,2945776,13409,22186,216.99,98.62,88.89,29.48,2221,8263,0.083
United Arab Emirates,ARE,2021-11-22,21696454,9856730,8886486,2953238,16364,21132,217.16,98.66,88.94,29.56,2115,7886,0.079
United Arab Emirates,ARE,2021-11-23,21733013,9872554,8903299,2957160,36559,22352,217.52,98.81,89.11,29.6,2237,8195,0.082
United Arab Emirates,ARE,2021-11-24,21743455,9876510,8908244,2958701,10442,21191,217.63,98.85,89.16,29.61,2121,7771,0.078
United Arab Emirates,ARE,2021-11-25,21757061,9881456,8914179,2961426,13606,19444,217.76,98.9,89.22,29.64,1946,7206,0.072
United Arab Emirates,ARE,2021-11-26,21776755,9890357,8919124,2967274,19694,19572,217.96,98.99,89.27,29.7,1959,7488,0.075
United Arab Emirates,ARE,2021-11-27,21792618,9890357,8926047,2976214,15863,17991,218.12,98.99,89.34,29.79,1801,6217,0.062
United Arab Emirates,ARE,2021-11-28,21809826,9890357,8931981,2987488,17208,18534,218.29,98.99,89.4,29.9,1855,5369,0.054
United Arab Emirates,ARE,2021-11-29,21819344,9890357,8933959,2995028,9518,17556,218.39,98.99,89.42,29.98,1757,4804,0.048
United Arab Emirates,ARE,2021-11-30,21845924,9890357,8941872,3013695,26580,16130,218.65,98.99,89.5,30.16,1614,2543,0.025
United Arab Emirates,ARE,2021-12-01,21870668,9890357,8949784,3030527,24744,18173,218.9,98.99,89.58,30.33,1819,1978,0.02
United Arab Emirates,ARE,2021-12-02,,,,,,18427,,,,,1844,1272,0.013
United Arab Emirates,ARE,2021-12-03,,,,,,17812,,,,,1783,0,0.0
United Arab Emirates,ARE,2021-12-04,,,,,,17744,,,,,1776,0,0.0
United Arab Emirates,ARE,2021-12-05,,,,,,17483,,,,,1750,0,0.0
United Arab Emirates,ARE,2021-12-06,21947593,9890357,8964619,3092617,,18321,219.67,98.99,89.73,30.95,1834,0,0.0
United Arab Emirates,ARE,2021-12-07,21987090,9890357,8974510,3122223,39497,20167,220.07,98.99,89.83,31.25,2018,0,0.0
United Arab Emirates,ARE,2021-12-08,22021926,9890357,8982422,3149147,34836,21608,220.42,98.99,89.9,31.52,2163,0,0.0
United Arab Emirates,ARE,2021-12-09,22054907,9890357,8990334,3174216,32981,24122,220.75,98.99,89.98,31.77,2414,0,0.0
United Arab Emirates,ARE,2021-12-10,22088134,9890357,9000225,3197552,33227,26671,221.08,98.99,90.08,32.0,2669,0,0.0
United Arab Emirates,ARE,2021-12-11,22124896,9890432,9010183,3224281,36762,29725,221.45,98.99,90.18,32.27,2975,11,0.0
United Arab Emirates,ARE,2021-12-12,22146899,,9010283,3246075,22003,30670,221.67,,90.18,32.49,3070,11,0.0
United Arab Emirates,ARE,2021-12-13,22166754,,,3255977,19855,31309,221.87,,,32.59,3134,12,0.0
United Arab Emirates,ARE,2021-12-14,22181292,9890441,9020082,3270769,14538,27743,222.01,98.99,90.28,32.74,2777,12,0.0
